universe,universe_name,symbol,security_id,exchange_segment,instrument_type,company_name,series,source,mapping_status,source_symbol
hemant_good_200,Hemant Good 200,HINDCOPPER,17939,NSE_EQ,EQUITY,Hindustan Copper,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,HINDCOPPER
hemant_good_200,Hemant Good 200,TCI,10580,NSE_EQ,EQUITY,Transport Corporation of India,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,TCI
hemant_good_200,Hemant Good 200,FINEORG,3744,NSE_EQ,EQUITY,Fine Organic Industries,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,FINEORG
hemant_good_200,Hemant Good 200,USHAMART,8840,NSE_EQ,EQUITY,Usha Martin,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,USHAMART
hemant_good_200,Hemant Good 200,SPLPETRO,9617,NSE_EQ,EQUITY,Supreme Petrochem,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,SPLPETRO
hemant_good_200,Hemant Good 200,ENGINERSIN,4907,NSE_EQ,EQUITY,Engineers India,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,ENGINERSIN
hemant_good_200,Hemant Good 200,LALPATHLAB,11654,NSE_EQ,EQUITY,Dr. Lal Path Labs,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,LALPATHLAB
hemant_good_200,Hemant Good 200,SHAREINDIA,104,NSE_EQ,EQUITY,Share India Securities,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,SHAREINDIA
hemant_good_200,Hemant Good 200,MAHAPEXLTD,5239,NSE_EQ,EQUITY,Maha Rashtra Apex Corporation,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,MAHAPEXLTD
hemant_good_200,Hemant Good 200,AKZOINDIA,,,,,,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,missing_security_id,AKZOINDIA
hemant_good_200,Hemant Good 200,CAMS,342,NSE_EQ,EQUITY,CAMS,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,CAMS
hemant_good_200,Hemant Good 200,LINDEINDIA,1627,NSE_EQ,EQUITY,Linde,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,LINDEINDIA
hemant_good_200,Hemant Good 200,ZFCVINDIA,16915,NSE_EQ,EQUITY,ZF Commercial,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,ZFCVINDIA
hemant_good_200,Hemant Good 200,KIRLOSBROS,18581,NSE_EQ,EQUITY,Kirloskar Brothers,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,KIRLOSBROS
hemant_good_200,Hemant Good 200,KRBL,10577,NSE_EQ,EQUITY,KRBL,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,KRBL
hemant_good_200,Hemant Good 200,IGIL,28378,NSE_EQ,EQUITY,International Gemological Institute,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,IGIL
hemant_good_200,Hemant Good 200,DBCORP,17881,NSE_EQ,EQUITY,DB Corp,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,DBCORP
hemant_good_200,Hemant Good 200,ALIVUS,5265,NSE_EQ,EQUITY,Alivus Life Sciences,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,ALIVUS
hemant_good_200,Hemant Good 200,CARBORUNIV,595,NSE_EQ,EQUITY,Carborundum Universal,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,CARBORUNIV
hemant_good_200,Hemant Good 200,SANDUMA,18359,NSE_EQ,EQUITY,Sandur Manganese & Iron Ores,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,SANDUMA
hemant_good_200,Hemant Good 200,INDIAMART,10726,NSE_EQ,EQUITY,IndiaMART InterMesh,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,INDIAMART
hemant_good_200,Hemant Good 200,GILLETTE,1576,NSE_EQ,EQUITY,Gillette,EQ,C:\Users\Sunny\Desktop\Coding Practice\Algo Trading\Streamlit Scanner App\data\universes\hemant_good_200.csv,mapped,GILLETTE
